,0
232,0.8320122
233,0.24351893
234,0.10811455
235,0.804196
236,0.02757619
237,0.911096
238,0.9842907
239,0.5236606
240,0.023925794
241,0.7158438
242,0.4687756
243,0.024941139
244,0.6747518
245,0.027280929
246,0.20179988
247,0.9078235
248,0.114039145
249,0.85898244
250,0.962092
251,0.6910857
252,0.11458542
253,0.782972
254,0.94644177
255,0.04910511
256,0.190685
257,0.8587752
258,0.006712642
259,0.6290869
260,0.98970723
261,0.95764977
262,0.26227722
263,0.19275878
264,0.16349888
265,0.69915575
266,0.75819963
267,0.10102486
268,0.945551
269,0.36800146
270,0.76622754
271,0.3632309
272,0.40383524
273,0.95764977
274,0.95764977
275,0.9805299
276,0.12734962
277,0.26430425
278,0.31497893
279,0.20823246
280,0.08991671
281,0.9736521
282,0.020615183
283,0.5160996
284,0.20716052
285,0.1921957
286,0.06745219
287,0.30017576
288,0.04690448
289,0.43049043
290,0.104840636
291,0.75063336
292,0.93876165
293,0.03137508
294,0.81476974
295,0.010931799
296,0.86858374
297,0.9945649
298,0.28280565
299,0.11914153
300,0.9887001
301,0.0784476
302,0.011715486
303,0.030876301
304,0.39273664
305,0.9901806
306,0.6598044
307,0.19833721
308,0.6968857
309,0.96497726
310,0.18893975
311,0.9770651
312,0.16519475
313,0.05754539
314,0.9453334
315,0.0053056558
316,0.7317599
317,0.5352741
318,0.95887077
319,0.24549301
320,0.1357248
321,0.004470196
322,0.38670987
323,0.020818254
324,0.47049254
325,0.18262827
326,0.67916054
327,0.61049813
328,0.101932205
329,0.82087976
330,0.29736114
331,0.8221264
332,0.98645055
333,0.9436669
334,0.0023763708
335,0.9139595
336,0.666925
337,0.97310513
338,0.9756143
339,0.9644904
340,0.056327533
341,0.67906535
342,0.9700551
343,0.11644324
344,0.793672
345,0.0013951636
346,0.95764977
347,0.7648381
348,0.78100234
349,0.9802768
350,0.95312905
351,0.08960643
352,0.08622997
353,0.60821897
354,0.9570694
355,0.25560158
356,0.02296303
357,0.9946484
358,0.93897927
359,0.99525285
360,0.962092
361,0.5390008
362,0.9958878
363,0.996819
364,0.4394812
365,0.9904488
366,0.12276784
367,0.781605
368,0.9912236
369,0.5083735
370,0.001975888
371,0.8414358
372,0.20124365
373,0.009740385
374,0.0029367134
375,0.4577642
376,0.815458
377,0.98223776
378,0.55856055
379,0.7207651
380,0.97502553
381,0.10077485
382,0.9865058
383,0.08183314
384,0.98626083
385,0.97474444
386,0.27168897
387,0.8954042
388,0.7038333
389,0.6296949
390,0.18317834
391,0.45336878
392,0.9037567
393,0.98640174
394,0.91188866
395,0.98630524
396,0.94315743
397,0.048776586
398,0.97368276
399,0.968347
400,0.996684
401,0.34993693
402,0.5034582
403,0.12681428
404,0.27033344
405,0.057194255
406,0.13198096
407,0.97005963
408,0.70626897
409,0.9507831
410,0.16438283
411,0.002621931
412,0.95764977
413,0.11152138
414,0.43630788
415,0.97672653
416,0.9562018
417,0.92383313
418,0.54583603
419,0.94958895
420,0.93646246
421,0.96293145
422,0.74340886
423,0.1857044
424,0.587874
425,0.9811349
426,0.9387192
427,0.8679858
428,0.14420332
429,0.5524896
430,0.9059648
431,0.14190063
432,0.4577642
433,0.07116979
434,0.88661146
435,0.58391654
436,0.8560933
437,0.35634366
438,0.40910995
439,0.9805299
440,0.7097403
441,0.16549292
442,0.88309747
443,0.96960795
444,0.4145023
445,0.0066529796
446,0.5171158
447,0.7613231
448,0.9919676
449,0.0016969328
450,0.37196365
451,0.017584024
452,0.46340007
453,0.062185634
454,0.3145022
455,0.15161675
456,0.27760974
457,0.93026316
458,0.7169459
459,0.98665875
460,0.62961096
461,0.06084482
462,0.92339504
463,0.48874396
464,0.41300285
465,0.2661214
466,0.5548073
467,0.25007287
468,0.9809069
469,0.34083492
470,0.4577642
471,0.6291155
472,0.59882796
473,0.47438744
474,0.9374547
475,0.9627398
476,0.16108702
477,0.76388377
478,0.9708026
479,0.9537704
480,0.83147514
481,0.0073144916
482,0.92605704
483,0.9946075
484,0.08240576
485,0.89439774
486,0.17080541
487,0.33552462
488,0.18562858
489,0.16693105
490,0.9577403
491,0.908727
492,0.9042269
493,0.07259238
494,0.023282677
495,0.47973078
496,0.19990072
497,0.041734368
498,0.18127072
499,0.94390786
500,0.994987
501,0.14457452
502,0.09111489
503,0.1394497
504,0.030982869
505,0.6920539
506,0.5836
507,0.9640964
508,0.11263465
509,0.011820938
510,0.98516953
511,0.92176497
512,0.6454667
513,0.9797448
514,0.12622477
515,0.20162183
516,0.9434279
517,0.13567199
518,0.91739136
519,0.8206862
520,0.8535539
521,0.9486785
522,0.99383295
523,0.9862276
524,0.9094287
525,0.009605665
526,0.9355967
527,0.79007906
528,0.17210257
529,0.8860717
530,0.9520955
531,0.35970435
532,0.78798515
533,0.706098
534,0.5296591
535,0.8424712
536,0.054492008
537,0.30954173
538,0.4194362
539,0.25649625
540,0.051387735
541,0.9793073
542,0.7031301
543,0.9919425
544,0.66254896
545,0.024941094
546,0.69962084
547,0.4412402
548,0.20593892
549,0.32742426
550,0.9638451
551,0.9728337
552,0.03433045
553,0.9687537
554,0.037883416
555,0.10448462
556,0.4355307
557,0.98986745
558,0.98196775
559,0.04861001
560,0.1531167
561,0.012421767
562,0.9735145
563,0.99384636
564,0.9259119
565,0.007878958
566,0.05790538
567,0.9704883
568,0.013943549
569,0.007127386
570,0.69346386
571,0.93926483
572,0.6566232
573,0.994994
574,0.98467445
575,0.08300771
576,0.53256917
577,0.94411
578,0.86389315
579,0.8946318
580,0.24636737
581,0.67956394
582,0.9728337
583,0.26506308
584,0.11103213
585,0.5019067
586,0.2283265
587,0.9694752
588,0.13699846
589,0.18831988
590,0.25278893
591,0.25278893
592,0.962092
593,0.93017125
594,0.60189956
595,0.012027766
596,0.98528606
597,0.025938239
598,0.23006606
599,0.14301734
600,0.32750064
601,0.6126901
602,0.9003735
603,0.95926285
604,0.35910353
605,0.8293601
606,0.8426131
607,0.94912493
608,0.9975611
609,0.32381567
610,0.03528321
611,0.023731802
612,0.946357
613,0.021560412
614,0.024705103
615,0.030876301
616,0.19238402
617,0.70147556
618,0.016282067
619,0.9622126
620,0.96479034
621,0.7280917
622,0.83996737
623,0.9083163
624,0.990471
625,0.25982323
626,0.21671747
627,0.95951796
628,0.16608986
629,0.82280886
630,0.30688828
631,0.60578954
632,0.153755
633,0.0896519
634,0.40601712
635,0.14841096
636,0.59403193
637,0.4577642
638,0.06485404
639,0.46067303
640,0.9793073
641,0.03772814
642,0.8227176
643,0.17709804
644,0.012039371
645,0.9932921
646,0.8929999
647,0.23177448
648,0.8083198
649,0.67321527
650,0.99085474
651,0.5218878
652,0.50971305
653,0.98420125
654,0.5903931
655,0.05906817
656,0.96612805
657,0.02679726
658,0.9304956
659,0.0059631118
660,0.027997177
661,0.9164851
662,0.81643355
663,0.98743594
664,0.1863988
665,0.57470405
666,0.97411513
667,0.04203744
668,0.41689104
669,0.34893876
670,0.009604026
671,0.9933476
672,0.4248774
673,0.99297523
674,0.10460726
675,0.98265785
676,0.3502971
677,0.002434734
678,0.34274274
679,0.21992914
680,0.118785836
681,0.668428
682,0.841908
683,0.31616488
684,0.518366
685,0.07641546
686,0.45086494
687,0.91490394
688,0.20109478
689,0.734324
690,0.3228254
691,0.8006935
692,0.49525654
693,0.9777099
694,0.6698447
695,0.12160245
696,0.38577875
697,0.98177
698,0.69267416
699,0.010979898
700,0.35885805
701,0.992407
702,0.012282354
703,0.19284475
704,0.70702004
705,0.37631032
706,0.79254204
707,0.03565644
708,0.036627807
709,0.6144381
710,0.07568812
711,0.86754453
712,0.5948
713,0.65445185
714,0.061597735
715,0.98284537
716,0.09032351
717,0.09203926
718,0.9915652
719,0.9046156
720,0.9805299
721,0.019795282
722,0.99445665
723,0.00898438
724,0.99043244
725,0.9037567
726,0.3102982
727,0.1993546
728,0.89188915
729,0.99141437
730,0.54043597
731,0.7046979
732,0.9793073
733,0.97918016
734,0.8754899
735,0.06407445
736,0.46172136
737,0.4331921
738,0.6518983
739,0.43375823
740,0.012806478
741,0.16976812
742,0.9650038
743,0.1508199
744,0.43766606
745,0.89118826
746,0.99671835
747,0.77748466
748,0.98194087
749,0.60421795
750,0.34778503
751,0.49462625
752,0.98341274
753,0.007991956
754,0.75441504
755,0.3362452
756,0.24757051
757,0.0115529755
758,0.8923134
759,0.14879052
760,0.095140025
761,0.93853277
762,0.2609017
763,0.5029425
764,0.97335863
765,0.0016768348
766,0.63258624
767,0.9889818
768,0.65774196
769,0.38186094
770,0.13445501
771,0.970958
772,0.6901429
773,0.83717865
774,0.98634934
775,0.074331194
776,0.7857658
777,0.14100936
778,0.7104361
779,0.023072818
780,0.26859805
781,0.5397287
782,0.0964784
783,0.0074430904
784,0.9134806
785,0.0177066
786,0.89069194
787,0.15518463
788,0.09241803
789,0.055589814
790,0.010475994
791,0.99635834
792,0.0028847859
793,0.9575441
794,0.991211
795,0.86490154
796,0.98471874
797,0.19671758
798,0.7037426
799,0.059062712
800,0.077809855
801,0.2872943
802,0.97198844
803,0.03199172
804,0.12969087
805,0.38587248
806,0.31371444
807,0.7231363
808,0.09220634
809,0.86776817
810,0.27743512
811,0.98837274
812,0.95764977
813,0.97138524
814,0.044762522
815,0.54569185
816,0.9920359
817,0.5832502
818,0.4422641
819,0.2660234
820,0.1903639
821,0.800552
822,0.20416331
823,0.30729452
824,0.05589344
825,0.6757765
826,0.9286496
827,0.96991044
828,0.9728337
829,0.98209697
830,0.7711702
831,0.9895275
832,0.9466532
833,0.85712224
834,0.8793213
835,0.046603452
836,0.8035804
837,0.49157032
838,0.112705186
839,0.9701036
840,0.098401606
841,0.96104157
842,0.29692215
843,0.05278899
844,0.3788614
845,0.74615407
846,0.6190564
847,0.98804444
848,0.041308496
849,0.8775348
850,0.98172045
851,0.95956033
852,0.28158426
853,0.8957834
854,0.1127763
855,0.87934524
856,0.9038184
857,0.96641314
858,0.049614098
859,0.98505604
860,0.9668286
861,0.12050865
862,0.111004084
863,0.90283847
864,0.007358215
865,0.9564158
866,0.857157
867,0.52118266
868,0.6621131
869,0.21806517
870,0.83404803
871,0.55719304
872,0.824006
873,0.2372143
874,0.9744271
875,0.4577642
876,0.04203744
877,0.08963461
878,0.06562062
879,0.4577642
880,0.42355302
881,0.4577642
882,0.31005338
883,0.67784137
884,0.6349334
885,0.15378979
886,0.9153532
887,0.95022607
888,0.36270344
889,0.5854527
890,0.9609406
891,0.269667
892,0.01596074
893,0.21326962
894,0.059349228
895,0.11092689
896,0.9782347
897,0.02403788
898,0.9877457
899,0.014021758
900,0.9792733
901,0.10624187
902,0.050347876
903,0.94878066
904,0.23504496
905,0.24538098
906,0.23813948
907,0.49487987
908,0.63102865
909,0.19210343
910,0.97906333
911,0.74086404
912,0.261783
913,0.4577642
914,0.044263132
915,0.7225101
916,0.91636616
917,0.8066804
918,0.9987343
919,0.92176497
920,0.6061656
921,0.58684266
922,0.67616516
923,0.28410155
924,0.3747273
925,0.05455427
926,0.9037567
927,0.1642134
928,0.10171006
929,0.8974917
930,0.5322575
931,0.8910135
932,0.92895555
933,0.16096269
934,0.030730592
935,0.87125206
936,0.020621384
937,0.8012031
938,0.44483855
939,0.02873275
940,0.6609183
941,0.03969266
942,0.8795053
943,0.24081822
944,0.5893388
945,0.15765102
946,0.38619223
947,0.067537606
948,0.5232912
949,0.013962425
950,0.95489246
951,0.14081262
952,0.98349977
953,0.9600773
954,0.11642547
955,0.7830484
956,0.3430663
957,0.25048614
958,0.9385814
959,0.024941094
960,0.013045036
961,0.9889992
962,0.57561606
963,0.9508088
964,0.22431275
965,0.22695321
966,0.7694274
967,0.66290575
968,0.98108864
969,0.19970044
970,0.96016455
971,0.9958819
972,0.54157805
973,0.0142810745
974,0.5970595
975,0.96215963
976,0.012629635
977,0.9807319
978,0.94094676
979,0.44397807
980,0.9214889
981,0.973253
982,0.7687574
983,0.16740558
984,0.9814155
985,0.18900114
986,0.0050348765
987,0.21064727
988,0.019857155
989,0.9745711
990,0.319212
991,0.31544548
992,0.054761793
993,0.862572
994,0.64489496
995,0.98976874
996,0.8816962
997,0.95764977
998,0.04270662
999,0.5093537
1000,0.14892466
1001,0.888984
1002,0.96735084
1003,0.920434
1004,0.227517
1005,0.41897792
1006,0.013182076
1007,0.6238444
1008,0.95804703
1009,0.917936
1010,0.9793001
1011,0.27195108
1012,0.06994283
1013,0.89090306
1014,0.06481779
1015,0.96817523
1016,0.10434046
1017,0.23365648
1018,0.58501136
1019,0.031978447
1020,0.10465739
1021,0.9520931
1022,0.9840821
1023,0.98053634
1024,0.16654295
1025,0.27170172
1026,0.4675536
1027,0.8714028
1028,0.85525155
1029,0.48064706
1030,0.08211171
1031,0.9873024
1032,0.035134483
1033,0.16120334
1034,0.8175963
1035,0.96109796
1036,0.2940267
1037,0.53912157
1038,0.9236
1039,0.7046979
1040,0.3153313
1041,0.08167211
1042,0.08167211
1043,0.09584193
1044,0.04396591
1045,0.16635175
1046,0.9787401
1047,0.17832907
1048,0.94951767
1049,0.37829024
1050,0.9767253
1051,0.14365412
1052,0.97551167
1053,0.078572944
1054,0.9765245
1055,0.9843173
1056,0.039769787
1057,0.032578353
1058,0.9954484
1059,0.37198502
1060,0.014620587
1061,0.6574078
1062,0.34320706
1063,0.94777846
1064,0.06313693
1065,0.98977345
1066,0.32784516
1067,0.1536263
1068,0.08811183
1069,0.9831402
1070,0.010970209
1071,0.45540816
1072,0.08950303
1073,0.6536224
1074,0.17687811
1075,0.9728832
1076,0.9546217
1077,0.37084654
1078,0.7692878
1079,0.49341235
1080,0.9946238
1081,0.008066778
1082,0.18431687
1083,0.003260943
1084,0.9728337
1085,0.836877
1086,0.94322854
1087,0.9897621
1088,0.08313742
1089,0.2613159
1090,0.008157071
1091,0.96185225
1092,0.8766262
1093,0.43327224
1094,0.7761633
1095,0.0030002792
1096,0.038541943
1097,0.5376598
1098,0.9767253
1099,0.9689604
1100,0.021422151
1101,0.040359475
1102,0.12450021
1103,0.13028875
1104,0.32937118
1105,0.057585336
1106,0.13734712
1107,0.5574254
1108,0.66739035
1109,0.12586993
1110,0.027404435
1111,0.99527836
1112,0.0817464
1113,0.20261538
1114,0.38232702
1115,0.8548418
1116,0.6312192
1117,0.9739933
1118,0.36350158
1119,0.053240728
1120,0.08405047
1121,0.5333767
1122,0.11394667
1123,0.06190475
1124,0.901482
1125,0.005907794
1126,0.087265424
1127,0.102994
1128,0.72832
1129,0.8064148
1130,0.6761173
1131,0.95483494
1132,0.7875351
1133,0.9793073
1134,0.81020004
1135,0.79291826
1136,0.86576307
1137,0.19481392
1138,0.015658975
1139,0.03837594
1140,0.2652575
1141,0.08861218
1142,0.9099374
1143,0.9531165
1144,0.3798439
1145,0.97576547
1146,0.855356
1147,0.995194
1148,0.10602308
1149,0.21990715
1150,0.19225653
1151,0.8087575
1152,0.55771875
1153,0.044791304
1154,0.57373756
1155,0.95764977
1156,0.98662055
1157,0.17264296
1158,0.08820158
1159,0.03282221
1160,0.018733216
1161,0.008040532
1162,0.9833974
1163,0.64354193
1164,0.32011458
1165,0.25002363
1166,0.02231136
1167,0.19384319
1168,0.7046979
1169,0.9875354
1170,0.9037567
1171,0.95293874
1172,0.23563278
1173,0.06313566
1174,0.5252475
1175,0.9693885
1176,0.14393292
1177,0.18710981
1178,0.6991365
1179,0.9433618
1180,0.3818961
1181,0.85652703
1182,0.6761434
1183,0.81007713
1184,0.049115986
1185,0.97673404
1186,0.9317199
1187,0.5454249
1188,0.9918834
1189,0.0051097716
1190,0.96534616
1191,0.59716827
1192,0.14588413
1193,0.9908111
1194,0.0024209886
1195,0.20698403
1196,0.90539855
1197,0.9906164
1198,0.6277026
1199,0.9910602
1200,0.005644881
1201,0.94613886
1202,0.04462787
1203,0.2714932
1204,0.0015820477
1205,0.08629608
1206,0.28354678
1207,0.22067702
1208,0.50827336
1209,0.0055648726
1210,0.5909843
1211,0.012983102
1212,0.040784765
1213,0.0070962273
1214,0.25324032
1215,0.9799565
1216,0.39583302
1217,0.40993124
1218,0.08162016
1219,0.6689321
1220,0.22857662
1221,0.7419242
1222,0.16771917
1223,0.82776463
1224,0.40778932
1225,0.9061828
1226,0.29412183
1227,0.99043244
1228,0.60047996
1229,0.08234371
1230,0.24683858
1231,0.3803254
1232,0.017467937
1233,0.43152377
1234,0.9312159
1235,0.98074037
1236,0.38477278
1237,0.020289011
1238,0.3296834
1239,0.06647688
1240,0.0071386076
1241,0.121366195
1242,0.22712016
1243,0.38983282
1244,0.25317904
1245,0.19611095
1246,0.9683994
1247,0.23756069
1248,0.014238525
1249,0.27198917
1250,0.2180646
1251,0.8746337
1252,0.552223
1253,0.61735
1254,0.8098608
1255,0.24569356
1256,0.4577642
1257,0.8986876
1258,0.21783586
1259,0.8765431
1260,0.4577642
1261,0.9113781
1262,0.9740901
1263,0.302054
1264,0.081326775
1265,0.98696
1266,0.16364217
1267,0.60900456
1268,0.09989025
1269,0.98044777
1270,0.0050424873
1271,0.7605671
1272,0.98620576
1273,0.22666165
1274,0.4577642
1275,0.6442922
1276,0.4022473
1277,0.9858435
1278,0.20442346
1279,0.8913231
1280,0.79179853
1281,0.012994453
1282,0.0033680398
1283,0.4577642
1284,0.14353758
1285,0.8957812
1286,0.3447145
1287,0.95528793
1288,0.22225267
1289,0.4577642
1290,0.048029542
1291,0.1728558
1292,0.24445477
1293,0.99589396
1294,0.41910887
1295,0.21394129
1296,0.008415046
1297,0.9939167
1298,0.21075386
1299,0.9427616
1300,0.94877356
1301,0.03887325
1302,0.7283256
1303,0.22139496
1304,0.16249223
1305,0.983404
1306,0.4857756
1307,0.38322303
1308,0.014765784
1309,0.9902484
1310,0.9369496
1311,0.105553515
1312,0.01911415
1313,0.048516903
1314,0.45608932
1315,0.3610017
1316,0.5010171
1317,0.8074489
1318,0.1915045
1319,0.81980485
1320,0.33100462
1321,0.9838215
1322,0.121715404
1323,0.17859676
1324,0.012780607
1325,0.45490992
1326,0.041807503
1327,0.12725052
1328,0.026808959
1329,0.10315504
1330,0.9762378
1331,0.27849647
1332,0.11214324
1333,0.9715598
1334,0.61187196
1335,0.08270563
1336,0.21470833
1337,0.7797773
1338,0.9711865
1339,0.94465405
1340,0.19311875
1341,0.41916826
1342,0.9037567
1343,0.29016474
1344,0.9897501
1345,0.98477614
1346,0.046943415
1347,0.047908783
1348,0.8265976
1349,0.92235214
1350,0.90514344
1351,0.083967425
1352,0.4577642
1353,0.41793808
1354,0.97243
1355,0.006836768
1356,0.79110307
1357,0.5539602
1358,0.15480071
1359,0.4577642
1360,0.932071
1361,0.08000698
1362,0.8408377
1363,0.11459313
1364,0.113257095
1365,0.056612123
1366,0.87180257
1367,0.17412722
1368,0.22802521
1369,0.75785667
1370,0.45428663
1371,0.46264985
1372,0.029425588
1373,0.027663242
1374,0.97363675
1375,0.3152346
1376,0.26943377
1377,0.46202505
1378,0.13402577
1379,0.25660056
1380,0.06006812
1381,0.11247082
1382,0.04533158
1383,0.91490245
1384,0.9866903
1385,0.9728337
1386,0.07602305
1387,0.14772606
1388,0.40770236
1389,0.70640093
1390,0.98378825
1391,0.964727
1392,0.6299742
1393,0.065670714
1394,0.812235
1395,0.85851073
1396,0.9069939
1397,0.11069398
1398,0.7930248
1399,0.9612553
1400,0.74304104
1401,0.11642547
1402,0.98903614
1403,0.92669374
1404,0.42224875
1405,0.1394999
1406,0.9865752
1407,0.13933286
1408,0.98850983
1409,0.3935428
1410,0.06820666
1411,0.4577642
1412,0.9877457
1413,0.13742924
1414,0.16325289
1415,0.07079755
1416,0.0170913
1417,0.9954782
1418,0.23373064
1419,0.6080898
1420,0.99206585
1421,0.7837974
1422,0.6239654
1423,0.9968387
1424,0.6333548
1425,0.96066046
1426,0.4133884
1427,0.71465915
1428,0.3233309
1429,0.87488097
1430,0.012426944
1431,0.206498
1432,0.39486358
1433,0.98077786
1434,0.2019704
1435,0.7560731
1436,0.98676735
1437,0.84014595
1438,0.987415
1439,0.93291724
1440,0.44862384
1441,0.9701387
1442,0.88782233
1443,0.4577642
1444,0.24267997
1445,0.099251814
1446,0.002668327
1447,0.9652635
1448,0.20815946
1449,0.9342298
1450,0.9931699
1451,0.16951118
1452,0.4633881
1453,0.052231766
1454,0.87596905
1455,0.99504906
1456,0.3596394
1457,0.39770028
1458,0.020969722
1459,0.061713737
1460,0.36036435
1461,0.23637547
1462,0.9279928
1463,0.01112421
1464,0.18881314
1465,0.009330019
1466,0.104615375
1467,0.96006024
1468,0.8371915
1469,0.4577642
1470,0.0013749099
1471,0.063292846
1472,0.024584977
1473,0.23579513
1474,0.9950163
1475,0.88416934
1476,0.9920101
1477,0.10643138
1478,0.17221048
1479,0.95764977
1480,0.07746196
1481,0.5794802
1482,0.8220598
1483,0.95938736
1484,0.97366863
1485,0.004754839
1486,0.6169049
1487,0.11207819
1488,0.24112795
1489,0.41570756
1490,0.18208064
1491,0.12635428
1492,0.120923415
1493,0.035046928
1494,0.22400525
1495,0.7688222
1496,0.6427925
1497,0.9668095
1498,0.1886471
1499,0.091709435
1500,0.98258096
1501,0.9952684
1502,0.8845436
1503,0.4403822
1504,0.6445945
1505,0.21858115
1506,0.9877457
1507,0.29494923
1508,0.06433749
1509,0.40349704
1510,0.0015522749
1511,0.31265596
1512,0.9943189
1513,0.9334612
1514,0.112792894
1515,0.96596557
1516,0.44631004
1517,0.04228028
1518,0.045130044
1519,0.4480577
1520,0.07250796
1521,0.1534405
1522,0.18773648
1523,0.119413376
1524,0.33723187
1525,0.03565644
1526,0.8083015
1527,0.14882235
1528,0.084106326
1529,0.9550834
1530,0.28626254
1531,0.05350186
1532,0.16915473
1533,0.39806724
1534,0.8596246
1535,0.5962513
1536,0.97253674
1537,0.5182867
1538,0.14890583
1539,0.40728152
1540,0.8652308
1541,0.33978578
1542,0.9932167
1543,0.81776035
1544,0.87549126
1545,0.9929395
1546,0.34522673
1547,0.15968171
1548,0.99107414
1549,0.17378719
1550,0.9229352
1551,0.017242625
1552,0.4471364
1553,0.14137574
1554,0.6808228
1555,0.34803274
1556,0.95135814
1557,0.9870936
1558,0.98633635
1559,0.0064798836
1560,0.040326048
1561,0.98683286
1562,0.09356998
1563,0.8542428
1564,0.05043738
1565,0.70395476
1566,0.965023
1567,0.9917217
1568,0.9037567
1569,0.95764977
1570,0.70605487
1571,0.20977427
1572,0.968293
1573,0.89794415
1574,0.33230036
1575,0.9582185
1576,0.98023236
1577,0.4843532
1578,0.8231784
1579,0.32240862
1580,0.99544156
1581,0.23925075
1582,0.8963004
1583,0.48262435
1584,0.14836542
1585,0.14782012
1586,0.9864748
1587,0.9953441
1588,0.9855032
1589,0.78939
1590,0.9551349
1591,0.24532047
1592,0.9083094
1593,0.0022783244
1594,0.022231273
1595,0.9490505
1596,0.03163663
1597,0.9498816
1598,0.5364124
1599,0.7949089
1600,0.5082295
1601,0.96716356
1602,0.9657664
1603,0.9753969
1604,0.85071874
1605,0.05136716
1606,0.4577642
1607,0.016594384
1608,0.8706941
1609,0.94404685
1610,0.234885
1611,0.37533614
1612,0.9238662
1613,0.3582556
1614,0.06136005
1615,0.34147227
1616,0.006296188
1617,0.15992524
1618,0.5210656
1619,0.003639689
1620,0.8593297
1621,0.6325701
1622,0.963197
1623,0.99538076
1624,0.74299246
1625,0.006287971
1626,0.9389396
1627,0.98575264
1628,0.3372097
1629,0.9037567
1630,0.75116044
1631,0.51057804
1632,0.37746477
1633,0.20306909
1634,0.026267791
1635,0.18242057
1636,0.6132475
1637,0.15050074
1638,0.64112353
1639,0.8043834
1640,0.87290317
1641,0.54945225
1642,0.95365363
1643,0.15131956
1644,0.98916805
1645,0.24042729
1646,0.21211077
1647,0.5648847
1648,0.8767452
1649,0.19525997
1650,0.99528354
1651,0.3899451
1652,0.3262027
1653,0.023221329
1654,0.92426217
1655,0.047861923
1656,0.298772
1657,0.966854
1658,0.0104320925
1659,0.91677606
1660,0.6927848
1661,0.37938908
1662,0.044288475
1663,0.41020352
1664,0.029484559
1665,0.74474907
1666,0.030991234
1667,0.962092
1668,0.99194455
1669,0.026297621
